Title,Description,Resource Class,Publication State,Website Platform,Endpoint URL,Endpoint Description,Is Harvested,Last Harvested,Accrual Method,Accrual Periodicity,Harvest Workflow,Access Rights,Suppressed Record,ID,Identifier,Code,Tags,Admin Note,Due Date,Due Status,Days Until Due,Website Title,Website Alternative Title,Website Description,Website Display Note,Website Creator,Website Creator ID,Website Publisher,Website Provider,Website Resource Class,Website Resource Type,Website Subject,Website Theme,Website Keyword,Website Language,Website B1G Language,Website Local Collection,Website Temporal Coverage,Website Date Issued,Website Index Year,Website Date Range,Website Spatial Coverage,Website Bounding Box,Website Geometry,Website Centroid,Website GeoNames,Website Coordinate Reference System,Website Spatial Resolution in Meters,Website Spatial Resolution as Text,Website Georeferenced,Website Provenance,Website Publication State,Website Website Platform,Website Endpoint URL,Website Endpoint Description,Website Is Harvested,Website Last Harvested,Website Accrual Method,Website Accrual Periodicity,Website Harvest Workflow,Website Created At,Website Updated At,Website Date Accessioned,Website Date Retired,Website Format,Website File Size,Website B1G Image,Website Member Of,Website Is Part Of,Website Source,Website Is Version Of,Website Replaces,Website Is Replaced By,Website Relation,Website Rights,Website License,Website Rights Holder,Website Access Rights,Website Suppressed Record,Website Deprioritized,Website Mediator,Website Access,Website ID,Website Identifier,Website WxS Identifier,Website Code,Website Tags,Website Admin Note,Effective Harvest Workflow,Website Match Count
Harvest record for Harford County Planning and Zoning Open GIS,Harvest record - temporary,Series,draft,ArcGIS Hub,https://harford-county-gis-hub-harfordgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_04b-24025,04b-24025,04b-24025,,,2026-03-29,Overdue,-1,Harford County Planning and Zoning Open GIS,,"ArcGIS Hub site for finding and accessing open data provided by Harford County, Maryland",,,,Maryland--Harford County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Maryland--Harford County|Maryland,"-76.569,39.311,-76.065,39.721","POLYGON((-76.569 39.721, -76.065 39.721, -76.065 39.311, -76.569 39.311, -76.569 39.721))","39.516,-76.31700000000001",,,,,,,published,ArcGIS Hub,https://harford-county-gis-hub-harfordgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:25 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,04b-24025,https://harford-county-gis-hub-harfordgis.hub.arcgis.com,,04b-24025,,,py_arcgis_hub,1
Harvest record for Hennepin County GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-hennepin.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_05b-27053,05b-27053,05b-27053,,,2026-03-29,Overdue,-1,Hennepin County GIS Data,,"ArcGIS Hub site for finding and accessing open data provided by Hennepin County, Minnesota",,,,Minnesota--Hennepin County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Minnesota--Hennepin County|Minnesota,"-93.768,44.785,-93.177,45.247","POLYGON((-93.768 45.247, -93.177 45.247, -93.177 44.785, -93.768 44.785, -93.768 45.247))","45.016,-93.4725",,,,,,,published,ArcGIS Hub,https://gis-hennepin.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:26 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,05b-27053,https://gis-hennepin.hub.arcgis.com,,05b-27053,,,py_arcgis_hub,1
Harvest record for Holmes County GIS Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://holmes-county-gis-holmesgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_11b-39075,11b-39075,11b-39075,,,2026-03-29,Overdue,-1,Holmes County GIS Open Data Portal,,"ArcGIS Hub site for finding and accessing open data provided by Holmes County, Ohio",,,,Ohio--Holmes County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Ohio--Holmes County|Ohio,"-82.221,40.444,-81.649,40.668","POLYGON((-82.221 40.668, -81.649 40.668, -81.649 40.444, -82.221 40.444, -82.221 40.668))","40.556,-81.935",,,,,,,published,ArcGIS Hub,https://holmes-county-gis-holmesgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2021-04-27 13:50:02 -0500,2026-03-29 18:25:17 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,11b-39075,https://holmes-county-gis-holmesgis.hub.arcgis.com/,,11b-39075,,,py_arcgis_hub,1
Harvest record for Hubbard County Open Geospatial Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://maps-hubbardcounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_05b-27057,05b-27057,05b-27057,,,2026-03-29,Overdue,-1,Hubbard County Open Geospatial Data,,"ArcGIS Hub site for finding and accessing open data provided by Hubbard County, Minnesota",,,,Minnesota--Hubbard County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Minnesota--Hubbard County|Minnesota,"-95.183,46.804,-94.658,47.413","POLYGON((-95.183 47.413, -94.658 47.413, -94.658 46.804, -95.183 46.804, -95.183 47.413))","47.1085,-94.9205",,,,,,,published,ArcGIS Hub,https://maps-hubbardcounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:26 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,05b-27057,https://maps-hubbardcounty.opendata.arcgis.com,,05b-27057,,,py_arcgis_hub,1
Harvest record for Illinois DOT Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-idot.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_02a-04,02a-04,02a-04,,,2026-03-29,Overdue,-1,Illinois DOT Open Data Portal,,ArcGIS Hub site for accessing and downloading geospatial data from the Illinois Department of Transportation.,,,,Illinois Department of Transportation,,Websites,Data portals,State government records,Transportation,,eng,,,Continually updated resource,,,,Illinois,"-91.513,36.970,-87.495,42.508","POLYGON((-91.513079 42.508481, -87.494756 42.508481, -87.494756 36.970298, -91.513079 36.970298, -91.513079 42.508481))","39.739000000000004,-89.504",,,,,,,published,ArcGIS Hub,https://gis-idot.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:27 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,02a-04,https://gis-idot.opendata.arcgis.com,,02a-04,,,py_arcgis_hub,1
Harvest record for IndianaMap,Harvest record - temporary,Series,draft,ArcGIS Hub,https://www.indianamap.org/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_09a-04,09a-04,09a-04,,,2026-03-29,Overdue,-1,IndianaMap,,"ArcGIS Hub site for finding and accessing open data provided by the State of Indiana. IndianaMap is a strategic resource providing a collection of authoritative data and web services. It is an organized effort of partners throughout Indiana, involving local, state, and federal agencies, private sector and academia.",,,,Indiana,,Websites,Data portals,State government records,,,eng,,,Continually updated resource,,,,Indiana,"-88.100,37.772,-84.785,41.761","POLYGON((-88.0997 41.7614, -84.7846 41.7614, -84.7846 37.7717, -88.0997 37.7717, -88.0997 41.7614))","39.7665,-86.4425",,,,,,,published,ArcGIS Hub,https://www.indianamap.org/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 18:07:43 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,09a-04,https://www.indianamap.org,,09a-04,,,py_arcgis_hub,1
Harvest record for Iowa Geodata,Harvest record - temporary,Series,draft,ArcGIS Hub,https://geodata.iowa.gov/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_03a-03,03a-03,03a-03,,,2026-03-29,Overdue,-1,Iowa Geodata,,ArcGIS Hub site for finding and accessing open data provided by the state of Iowa,,,,Iowa,,Websites,Data portals,State government records,,,eng,,,Continually updated resource,,,,Iowa,"-96.640,40.376,-90.140,43.501","POLYGON((-96.640 43.501, -90.140 43.501, -90.140 40.376, -96.640 40.376, -96.640 43.501))","41.9385,-93.39",,,,,,,published,ArcGIS Hub,https://geodata.iowa.gov/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:27 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,03a-03,https://geodata.iowa.gov,,03a-03,,,py_arcgis_hub,1
Harvest record for IowaDOT Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://public-iowadot.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_03a-02,03a-02,03a-02,,,2026-03-29,Overdue,-1,IowaDOT Open Data,,ArcGIS Hub site for finding and accessing open data provided by Iowa Department of Transportation,,Iowa Department of Transportation,,Iowa,,Websites,Data portals,State government records,,,eng,,,Continually updated resource,,,,Iowa,"-96.639,40.375,-90.140,43.501","POLYGON((-96.639 43.501, -90.140 43.501, -90.140 40.375, -96.639 40.375, -96.639 43.501))","41.938,-93.3895",,,,,,,published,ArcGIS Hub,https://public-iowadot.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:27 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,03a-02,https://public-iowadot.opendata.arcgis.com,,03a-02,,,py_arcgis_hub,1
Harvest record for Isanti County Geospatial Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://open-data-pottcounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_05b-27059,05b-27059,05b-27059,,,2026-03-29,Overdue,-1,Isanti County Geospatial Hub,,"ArcGIS Hub site for finding and accessing open data provided by Isanti County, Minnesota",,,,Minnesota--Isanti County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Minnesota--Isanti County|Minnesota,"-93.514,45.412,-93.020,45.734","POLYGON((-93.514 45.734, -93.020 45.734, -93.020 45.412, -93.514 45.412, -93.514 45.734))","45.573,-93.267",,,,,,,published,ArcGIS Hub,https://open-data-pottcounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2021-04-26 12:02:52 -0500,2026-03-29 15:13:27 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,05b-27059,https://opendata-isanticounty.hub.arcgis.com/,,05b-27059,,,py_arcgis_hub,1
Harvest record for Island County Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-islandcountygis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_16b-53029,16b-53029,16b-53029,,,2026-03-29,Overdue,-1,Island County Open Data Portal,,Island County's public platform for exploring and downloading GIS data.,,,,Washington (State)--Island County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Washington (State)--Island County|Washington (State),"-122.860,47.830,-122.330,48.420","POLYGON((-122.86 48.37, -122.77 48.37, -122.74 48.41, -122.59 48.42, -122.54 48.34, -122.43 48.28, -122.39 48.24, -122.42 48.19, -122.41 48.16, -122.34 48.05, -122.35 48.01, -122.33 47.96, -122.36 47.89, -122.43 47.83, -122.5 47.93, -122.61 47.98, -122.63 48.01, -122.65 48.12, -122.7 48.13, -122.85 48.23, -122.86 48.37))","48.125,-122.595",,,,,,,published,ArcGIS Hub,https://data-islandcountygis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:28 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,16b-53029,https://data-islandcountygis.opendata.arcgis.com,,16b-53029,,,py_arcgis_hub,1
Harvest record for Jefferson County Washington Open Data Site,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gisdata-jeffcowa.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_16b-53031,16b-53031,16b-53031,,,2026-03-29,Overdue,-1,Jefferson County Washington Open Data Site,,"Jefferson County's public platform for exploring and downloading open data, discovering and building apps.",,,,Washington (State)--Jefferson County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Washington (State)--Jefferson County|Washington (State),"-124.720,47.520,-122.600,48.370","POLYGON((-122.95 48.27, -122.95 48.35, -122.86 48.37, -122.85 48.23, -122.7 48.13, -122.65 48.12, -122.63 48.01, -122.61 47.97, -122.63 47.96, -122.63 47.93, -122.6 47.88, -122.72 47.79, -122.76 47.72, -122.77 47.68, -122.86 47.66, -122.95 47.61, -123.51 47.6, -123.51 47.52, -124.43 47.53, -124.46 47.62, -124.51 47.62, -124.55 47.64, -124.57 47.68, -124.54 47.72, -124.72 47.88, -123.51 47.88, -123.51 47.87, -122.95 47.87, -122.95 48.07, -122.9 48.07, -122.91 48.11, -122.95 48.11, -122.95 48.27))","47.945,-123.66",,,,,,,published,ArcGIS Hub,https://gisdata-jeffcowa.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:28 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,16b-53031,https://gisdata-jeffcowa.opendata.arcgis.com,,16b-53031,,,py_arcgis_hub,1
Harvest record for Kankakee County GIS,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub.k3gis.com/,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_02b-17091,02b-17091,02b-17091,no children,"Returns error while harvesting, but doesn't disrupt the harvest process or harvest unwanted records. Error message: [ArcGIS] Error fetching 02b-17091: Expecting value: line 1 column 1 (char 0)""- API returns 202 error -Cleo Feb 2026",2026-03-29,Overdue,-1,Kankakee County GIS,,"ArcGIS Hub site for finding and accessing open data provided by Kankakee County, Illinois",,,,Illinois--Kankakee County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Illinois--Kankakee County|Illinois,"-88.252,40.995,-87.526,41.298","POLYGON((-88.252 41.298, -87.526 41.298, -87.526 40.995, -88.252 40.995, -88.252 41.298))","41.1465,-87.889",,,,,,,published,ArcGIS Hub,https://hub.k3gis.com/,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:28 -0500,2025-09-03,2025-09-15,,,http://www.k3gis.com/web/images/GIS_Logo_36.png,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,02b-17091,https://hub.k3gis.com,,02b-17091,no children,"Returns error while harvesting, but doesn't disrupt the harvest process or harvest unwanted records. Error message: [ArcGIS] Error fetching 02b-17091: Expecting value: line 1 column 1 (char 0)""- API returns 202 error -Cleo Feb 2026",py_arcgis_hub,1
"Harvest record for Kenosha County, WI GIS Open Data Portal",Harvest record - temporary,Series,draft,ArcGIS Hub,https://dataportal.kenoshacounty.org/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_10b-55059,10b-55059,10b-55059,,,2026-03-29,Overdue,-1,"Kenosha County, WI GIS Open Data Portal",,"ArcGIS Hub site for finding and accessing open data provided by Kenosha County, Wisconsin",,,,Wisconsin--Kenosha County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Wisconsin--Kenosha County|Wisconsin,"-87.997,42.539,-87.807,42.639","POLYGON((-87.997 42.639, -87.807 42.639, -87.807 42.539, -87.997 42.539, -87.997 42.639))","42.589,-87.902",,,,,,,published,ArcGIS Hub,https://dataportal.kenoshacounty.org/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 18:21:05 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,10b-55059,https://dataportal.kenoshacounty.org,,10b-55059,,,py_arcgis_hub,1
Harvest record for King County GIS Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-kingcounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_16b-53033,16b-53033,16b-53033,,,2026-03-29,Overdue,-1,King County GIS Open Data,,"ArcGIS Hub site for finding and accessing open data provided by King County, Washington",,,,Washington (State)--King County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Washington (State)--King County|Washington (State),"-122.540,47.080,-121.070,47.780","POLYGON((-122.54 47.78, -121.07 47.78, -121.07 47.08, -122.54 47.08, -122.54 47.78))","47.43,-121.805",,,,,,,published,ArcGIS Hub,https://gis-kingcounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:29 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,16b-53033,https://gis-kingcounty.opendata.arcgis.com,,16b-53033,,,py_arcgis_hub,1
Harvest record for Kittitas County Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-kitcogis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_16b-53037,16b-53037,16b-53037,,,2026-03-29,Overdue,-1,Kittitas County Open Data Portal,,"ArcGIS Hub site for finding and accessing open data provided by Kittitas County, Washington",,,,Washington (State)--Kittitas County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Washington (State)--Kittitas County|Washington (State),"-121.470,46.740,-119.930,47.600","POLYGON((-120 47, -119.97 46.94, -119.96 46.86, -119.93 46.81, -119.97 46.74, -120.51 46.74, -120.51 46.82, -120.63 46.83, -120.63 46.91, -121.03 46.91, -121.09 46.97, -121.09 46.99, -121.22 47.07, -121.28 47.09, -121.36 47.07, -121.41 47.12, -121.36 47.14, -121.3 47.14, -121.32 47.17, -121.31 47.2, -121.37 47.22, -121.33 47.26, -121.34 47.28, -121.43 47.29, -121.45 47.31, -121.43 47.33, -121.47 47.37, -121.44 47.37, -121.43 47.42, -121.39 47.43, -121.36 47.46, -121.31 47.48, -121.29 47.51, -121.24 47.54, -121.23 47.57, -121.18 47.56, -121.17 47.59, -121.12 47.6, -121.08 47.55, -121 47.52, -120.92 47.43, -120.84 47.41, -120.8 47.42, -120.78 47.4, -120.73 47.39, -120.72 47.37, -120.66 47.34, -120.58 47.34, -120.56 47.31, -120.53 47.32, -120 47))","47.17,-120.7",,,,,,,published,ArcGIS Hub,https://data-kitcogis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:29 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,16b-53037,https://data-kitcogis.opendata.arcgis.com,,16b-53037,,,py_arcgis_hub,1
Harvest record for Lake County GIS Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-lakeohgis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_11b-39085,11b-39085,11b-39085,,,2026-03-29,Overdue,-1,Lake County GIS Hub,,"ArcGIS Hub site for finding and accessing open data provided by Lake County, Ohio",,,,Ohio--Lake County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Ohio--Lake County|Ohio,"-81.489,41.570,-81.002,41.849","POLYGON((-81.489 41.849, -81.002 41.849, -81.002 41.570, -81.489 41.570, -81.489 41.849))","41.7095,-81.24549999999999",,,,,,,published,ArcGIS Hub,https://gis-lakeohgis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2021-04-27 13:50:01 -0500,2026-03-29 18:25:23 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,11b-39085,https://gis-lakeohgis.opendata.arcgis.com/,,11b-39085,,,py_arcgis_hub,1
Harvest record for Lake County Illinois Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-lakecountyil.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_12b-17097,12b-17097,12b-17097,,,2026-03-29,Overdue,-1,Lake County Illinois Open Data Portal,,"ArcGIS Hub site for finding and accessing open data provided by Lake County, Illinois",,,,Illinois--Lake County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Illinois--Lake County|Illinois,"-88.200,42.152,-87.761,42.496","POLYGON((-88.200 42.496, -87.761 42.496, -87.761 42.152, -88.200 42.152, -88.200 42.496))","42.324,-87.9805",,,,,,,published,ArcGIS Hub,https://data-lakecountyil.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 18:32:35 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,12b-17097,https://data-lakecountyil.opendata.arcgis.com,,12b-17097,,,py_arcgis_hub,1
"Harvest record for Land Records Data Portal of Columbia County, WI",Harvest record - temporary,Series,draft,ArcGIS Hub,https://opendata-cclid.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_10b-55021,10b-55021,10b-55021,,,2026-03-29,Overdue,-1,"Land Records Data Portal of Columbia County, WI",,"ArcGIS Hub site for finding and accessing open data provided by Columbia County, Wisconsin",,,,Wisconsin--Columbia County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Wisconsin--Columbia County|Wisconsin,"-89.819,43.603,-89.739,43.671","POLYGON((-89.819 43.671, -89.739 43.671, -89.739 43.603, -89.819 43.603, -89.819 43.671))","43.637,-89.779",,,,,,,published,ArcGIS Hub,https://opendata-cclid.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 18:20:38 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,10b-55021,https://opendata-cclid.opendata.arcgis.com,,10b-55021,,,py_arcgis_hub,1
Harvest record for Lincoln Open Data and Performance Management,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data2-lincolnne.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_13c-01,13c-01,13c-01,,,2026-03-29,Overdue,-1,Lincoln Open Data and Performance Management,,"ArcGIS Hub site for finding and accessing open data provided by the City of Lincoln, Nebraska",,,,Nebraska--Lincoln,,Websites,Data portals,Municipal government records,,,eng,,,Continually updated resource,,,,Nebraska--Lincoln|Nebraska,"-96.804,40.694,-96.577,40.900","POLYGON((-96.804 40.900, -96.577 40.900, -96.577 40.694, -96.804 40.694, -96.804 40.900))","40.797,-96.6905",,,,,,,published,ArcGIS Hub,https://data2-lincolnne.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:30 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,13c-01,https://data2-lincolnne.opendata.arcgis.com,,13c-01,,,py_arcgis_hub,1
"Harvest record for Linn County, Iowa Open Data Portal",Harvest record - temporary,Series,draft,ArcGIS Hub,http://opendata-linncounty-gis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_03b-19113,03b-19113,03b-19113,,,2026-03-29,Overdue,-1,"Linn County, Iowa Open Data Portal",,"ArcGIS Hub site for finding and accessing open data provided by Linn County, Iowa",,,,Iowa--Linn County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Iowa--Linn County|Iowa,"-91.835,41.860,-91.363,42.299","POLYGON((-91.835 42.299, -91.363 42.299, -91.363 41.860, -91.835 41.860, -91.835 42.299))","42.079499999999996,-91.59899999999999",,,,,,,published,ArcGIS Hub,http://opendata-linncounty-gis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:30 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,03b-19113,http://opendata-linncounty-gis.opendata.arcgis.com,,03b-19113,,,py_arcgis_hub,1
