Township,Township Direction,Range,Range Direction,STATEABBR,PRINMERCD,PRINMER,PLSSID,Bounding Box
001,N,011,E,NE,6,6th Meridian,NE060010N0110E0,"-96.23721279, 40.00074206, -96.12376404, 40.08775813"
001,N,008,W,NE,6,6th Meridian,NE060010N0080W0,"-98.27376123, 40.00228894, -98.16087895, 40.08951355"
001,N,034,W,NE,6,6th Meridian,NE060010N0340W0,"-101.2113922, 40.00239264, -101.0976935, 40.09018747"
001,N,021,W,NE,6,6th Meridian,NE060010N0210W0,"-99.74220151, 40.00179045, -99.62827215, 40.08944057"
001,N,006,E,NE,6,6th Meridian,NE060010N0060E0,"-96.80334291, 40.00132529, -96.68945739, 40.08864431"
001,N,016,W,NE,6,6th Meridian,NE060010N0160W0,"-99.179168, 40.00208051, -99.06597022, 40.08923592"
001,N,037,W,NE,6,6th Meridian,NE060010N0370W0,"-101.5500417, 40.00258161, -101.4366066, 40.09054141"
001,N,013,W,NE,6,6th Meridian,NE060010N0130W0,"-98.83941265, 40.00221283, -98.72592909, 40.08970493"
001,N,003,E,NE,6,6th Meridian,NE060010N0030E0,"-97.14279298, 40.00146217, -97.02956159, 40.08855019"
001,N,018,W,NE,6,6th Meridian,NE060010N0180W0,"-99.40491221, 40.00202765, -99.29168406, 40.08923036"
001,N,018,E,NE,6,6th Meridian,NE060010N0180E0,"-95.44503951, 39.99991623, -95.33206479, 40.08714052"
001,N,016,E,NE,6,6th Meridian,NE060010N0160E0,"-95.67136978, 40.00016677, -95.55812568, 40.08761545"
001,N,017,E,NE,6,6th Meridian,NE060010N0170E0,"-95.55823646, 39.99991936, -95.44472599, 40.0872798"
001,N,019,W,OH,48,US Military Baseline,OH480010N0190W0,"-83.10501747, 39.98903729, -83.0446581, 40.06538792"
001,N,008,E,OH,47,East of the First Meridian Survey,OH470010N0080E0,"-84.03767963, 40.301445, -83.92566606, 40.3620801"
001,N,006,E,OH,1,First Principal Meridian,OH010010N0060E0,"-84.22729494, 40.99132203, -84.11139009, 41.07920243"
001,N,010,E,OH,1,First Principal Meridian,OH010010N0100E0,"-83.76559435, 40.9934266, -83.64994413, 41.08096503"
001,E,011,N,OH,36,Between the Miami Rivers,OH360010E0110N0,"-84.23815876, 40.05989628, -84.13984307, 40.15176551"
001,N,023,W,OH,38,Ohio River Base,OH380010N0230W0,"-83.06755652, 39.96644378, -83.03691404, 39.98970137"
001,N,004,E,OH,47,East of the First Meridian Survey,OH470010N0040E0,"-84.47743076, 39.42946292, -84.42498203, 39.48148137"
001,N,004,E,OH,1,First Principal Meridian,OH010010N0040E0,"-84.45736134, 40.99012817, -84.3418263, 41.07796346"
001,N,018,W,OH,38,Ohio River Base,OH380010N0180W0,"-82.71738326, 38.47325586, -82.60326091, 38.58878596"
001,N,017,W,OH,38,Ohio River Base,OH380010N0170W0,"-82.59270136, 38.40315935, -82.49450614, 38.42087466"
001,N,002,E,OH,1,First Principal Meridian,OH010010N0020E0,"-84.68811462, 40.98949832, -84.57269348, 41.07719438"
001,N,017,E,OH,1,First Principal Meridian,OH010010N0170E0,"-82.95868439, 40.99363385, -82.84241965, 41.08107612"
001,N,001,W,OH,48,US Military Baseline,OH480010N0010W0,"-81.44479535, 39.92062734, -81.34640556, 39.99742292"
001,N,016,W,OH,38,Ohio River Base,OH380010N0160W0,"-82.49456829, 38.41599195, -82.36879445, 38.50495676"
001,E,012,N,OH,36,Between the Miami Rivers,OH360010E0120N0,"-84.25689628, 40.14661606, -84.13184974, 40.23788489"
001,N,002,W,OH,48,US Military Baseline,OH480010N0020W0,"-81.53936036, 39.92312172, -81.44023318, 39.99969393"
001,N,007,W,OH,48,US Military Baseline,OH480010N0070W0,"-82.01139607, 39.9385184, -81.91262147, 40.01516575"
001,N,022,W,OH,38,Ohio River Base,OH380010N0220W0,"-83.00562963, 39.34751687, -82.97241585, 39.39362344"
001,N,014,E,OH,1,First Principal Meridian,OH010010N0140E0,"-83.30504059, 40.99253955, -83.18966, 41.08031873"
001,N,002,E,OH,47,East of the First Meridian Survey,OH470010N0020E0,"-84.70942593, 39.20155765, -84.6973059, 39.21895104"
001,N,005,E,OH,1,First Principal Meridian,OH010010N0050E0,"-84.34223983, 40.99071188, -84.22652985, 41.07869567"
001,N,006,W,OH,48,US Military Baseline,OH480010N0060W0,"-81.91688731, 39.93528093, -81.81790825, 40.0124198"
001,S,015,E,OH,1,First Principal Meridian,OH010010S0150E0,"-83.18967444, 40.90616379, -83.07415507, 40.99362014"
001,N,019,W,OH,38,Ohio River Base,OH380010N0190W0,"-82.81412544, 38.55332708, -82.71450954, 38.59076072"
001,N,017,W,OH,48,US Military Baseline,OH480010N0170W0,"-82.95841085, 39.98082239, -82.86361431, 40.0595105"
001,N,012,E,OH,1,First Principal Meridian,OH010010N0120E0,"-83.53553715, 40.99165577, -83.42032625, 41.0796154"
001,N,008,W,OH,38,Ohio River Base,OH380010N0080W0,"-81.38855555, 39.34231461, -81.36441479, 39.3475001"
001,N,009,E,OH,1,First Principal Meridian,OH010010N0090E0,"-83.88079738, 40.99317991, -83.76520296, 41.0809074"
001,N,015,W,OH,48,US Military Baseline,OH480010N0150W0,"-82.77362214, 39.97138398, -82.66928528, 40.05101399"
001,S,008,E,OH,1,First Principal Meridian,OH010010S0080E0,"-83.99602678, 40.90503526, -83.88041778, 40.99317991"
001,E,009,N,OH,36,Between the Miami Rivers,OH360010E0090N0,"-84.16744444, 39.96355432, -84.15587372, 39.97398731"
001,N,006,E,OH,47,East of the First Meridian Survey,OH470010N0060E0,"-84.25309499, 39.6805211, -84.19295356, 39.7467579"
001,S,009,E,OH,1,First Principal Meridian,OH010010S0090E0,"-83.88063316, 40.90591039, -83.76558717, 40.99356631"
001,E,014,N,OH,36,Between the Miami Rivers,OH360010E0140N0,"-84.10446349, 40.31482122, -84.010163, 40.33890332"
001,N,007,E,OH,47,East of the First Meridian Survey,OH470010N0070E0,"-84.15137689, 40.2906671, -84.03722072, 40.36132908"
001,N,008,W,OH,48,US Military Baseline,OH480010N0080W0,"-82.10570055, 39.94202263, -82.00714744, 40.01835731"
001,N,004,W,OH,38,Ohio River Base,OH380010N0040W0,"-81.03878657, 39.54037113, -80.96503671, 39.59757842"
001,N,011,W,OH,38,Ohio River Base,OH380010N0110W0,"-81.86724978, 38.88568946, -81.84660444, 38.92054136"
001,E,010,N,OH,36,Between the Miami Rivers,OH360010E0100N0,"-84.21313037, 39.97338057, -84.14790864, 40.0635123"
001,E,005,N,OH,36,Between the Miami Rivers,OH360010E0050N0,"-84.33218154, 39.54605272, -84.31200227, 39.5571574"
001,N,018,W,OH,48,US Military Baseline,OH480010N0180W0,"-83.04897688, 39.98521039, -82.95312939, 40.0633045"
001,S,017,E,OH,1,First Principal Meridian,OH010010S0170E0,"-82.95891742, 40.9067082, -82.85312714, 40.993698"
001,N,011,W,OH,48,US Military Baseline,OH480010N0110W0,"-82.39020017, 39.95362378, -82.28943252, 40.03084043"
001,N,003,W,OH,48,US Military Baseline,OH480010N0030W0,"-81.63428715, 39.92586643, -81.5358081, 40.0023698"
001,N,001,E,OH,1,First Principal Meridian,OH010010N0010E0,"-84.80337981, 40.9893123, -84.68799611, 41.07753475"
001,N,003,W,OH,38,Ohio River Base,OH380010N0030W0,"-80.92187762, 39.61898932, -80.8651882, 39.67879717"
001,N,003,E,OH,47,East of the First Meridian Survey,OH470010N0030E0,"-84.59000689, 39.35433497, -84.56376575, 39.39173049"
001,S,013,E,OH,1,First Principal Meridian,OH010010S0130E0,"-83.42031871, 40.90493503, -83.30433878, 40.99253955"
001,N,016,W,OH,48,US Military Baseline,OH480010N0160W0,"-82.86977713, 39.97602863, -82.76757608, 40.05537574"
001,S,003,E,OH,1,First Principal Meridian,OH010010S0030E0,"-84.57270733, 40.90277778, -84.45671703, 40.99016271"
001,S,007,E,OH,1,First Principal Meridian,OH010010S0070E0,"-84.11141138, 40.90467049, -83.99515644, 40.99261732"
001,E,015,N,OH,36,Between the Miami Rivers,OH360010E0150N0,"-83.91290528, 40.39836828, -83.88481794, 40.40287918"
001,N,011,E,OH,1,First Principal Meridian,OH010010N0110E0,"-83.65061201, 40.99237694, -83.53521023, 41.08056088"
001,S,005,E,OH,1,First Principal Meridian,OH010010S0050E0,"-84.34191304, 40.90366381, -84.22538613, 40.99132203"
001,N,003,E,OH,1,First Principal Meridian,OH010010N0030E0,"-84.57327414, 40.98986154, -84.45720027, 41.07753768"
001,E,013,N,OH,36,Between the Miami Rivers,OH360010E0130N0,"-84.18918765, 40.23465843, -84.12444101, 40.30723968"
001,S,012,E,OH,1,First Principal Meridian,OH010010S0120E0,"-83.53750574, 40.90493503, -83.4194099, 40.99237694"
001,S,004,E,OH,1,First Principal Meridian,OH010010S0040E0,"-84.45721301, 40.90310286, -84.34103809, 40.99071696"
001,N,001,W,OH,38,Ohio River Base,OH380010N0010W0,"-80.64736861, 40.25046441, -80.61766641, 40.28850179"
001,N,012,W,OH,48,US Military Baseline,OH480010N0120W0,"-82.48492754, 39.95838111, -82.38274834, 40.03600006"
001,S,006,E,OH,1,First Principal Meridian,OH010010S0060E0,"-84.22652985, 40.90400444, -84.11001445, 40.99207348"
001,N,008,E,OH,1,First Principal Meridian,OH010010N0080E0,"-83.99636908, 40.99261732, -83.88058966, 41.08037512"
001,E,001,N,OH,36,Between the Miami Rivers,OH360010E0010N0,"-84.71669726, 39.21089214, -84.67670738, 39.26411936"
001,N,006,W,OH,38,Ohio River Base,OH380010N0060W0,"-81.25281137, 39.38669981, -81.18300003, 39.43501063"
001,S,010,E,OH,1,First Principal Meridian,OH010010S0100E0,"-83.76588799, 40.90658506, -83.65054555, 40.99364596"
001,N,013,W,OH,48,US Military Baseline,OH480010N0130W0,"-82.57979037, 39.96361099, -82.47939743, 40.04165294"
001,N,001,E,OH,47,East of the First Meridian Survey,OH470010N0010E0,"-84.82027077, 39.1202659, -84.7092957, 39.21895104"
001,E,007,N,OH,36,Between the Miami Rivers,OH360010E0070N0,"-84.228332, 39.71120533, -84.1725207, 39.79699157"
001,N,009,W,OH,38,Ohio River Base,OH380010N0090W0,"-81.60666001, 39.26749405, -81.54823264, 39.35391389"
001,E,004,N,OH,36,Between the Miami Rivers,OH360010E0040N0,"-84.44171315, 39.47698525, -84.43323196, 39.49361602"
001,N,018,E,OH,1,First Principal Meridian,OH010010N0180E0,"-82.84298954, 40.99664377, -82.82947103, 41.08062423"
001,S,011,E,OH,1,First Principal Meridian,OH010010S0110E0,"-83.65082824, 40.90557151, -83.53553715, 40.99348053"
001,N,016,E,OH,1,First Principal Meridian,OH010010N0160E0,"-83.07425498, 40.99362014, -82.95749964, 41.08120778"
001,N,015,E,OH,1,First Principal Meridian,OH010010N0150E0,"-83.1897967, 40.99305843, -83.07373209, 41.08079658"
001,N,002,W,OH,38,Ohio River Base,OH380010N0020W0,"-80.78152744, 39.90859102, -80.75568191, 39.93764174"
001,S,002,E,OH,1,First Principal Meridian,OH010010S0020E0,"-84.68828522, 40.90224693, -84.57194729, 40.98990586"
001,N,004,W,OH,48,US Military Baseline,OH480010N0040W0,"-81.72862723, 39.92876288, -81.63059402, 40.00560281"
001,N,013,W,OH,38,Ohio River Base,OH380010N0130W0,"-82.09911382, 38.95885251, -81.97514094, 39.01734608"
001,N,014,W,OH,48,US Military Baseline,OH480010N0140W0,"-82.67525852, 39.96751788, -82.5741855, 40.04608445"
001,N,021,W,OH,38,Ohio River Base,OH380010N0210W0,"-83.01911475, 38.72679549, -82.90969026, 38.77532862"
001,E,006,N,OH,36,Between the Miami Rivers,OH360010E0060N0,"-84.29335465, 39.62783552, -84.1813127, 39.7137416"
001,S,001,E,OH,1,First Principal Meridian,OH010010S0010E0,"-84.80327408, 40.9022413, -84.68811462, 40.9896169"
001,N,014,W,OH,38,Ohio River Base,OH380010N0140W0,"-82.2453323, 38.59196523, -82.17220269, 38.67075709"
001,N,010,W,OH,37,Muskingum River Base,OH370010N0100W0,"-81.6480233, 40.82232592, -81.53645663, 40.91426659"
001,S,014,E,OH,1,First Principal Meridian,OH010010S0140E0,"-83.30502932, 40.90556081, -83.18934795, 40.99305843"
001,N,010,W,OH,38,Ohio River Base,OH380010N0100W0,"-81.72563076, 39.21574388, -81.68737256, 39.26951702"
001,E,008,N,OH,36,Between the Miami Rivers,OH360010E0080N0,"-84.17377268, 39.82628384, -84.16624016, 39.8681336"
001,N,013,E,OH,1,First Principal Meridian,OH010010N0130E0,"-83.42080124, 40.99188781, -83.30480371, 41.07982907"
001,N,005,W,OH,48,US Military Baseline,OH480010N0050W0,"-81.82266931, 39.93189259, -81.72432273, 40.00927624"
001,N,010,W,OH,48,US Military Baseline,OH480010N0100W0,"-82.29459594, 39.95013795, -82.19469319, 40.02539771"
001,E,003,N,OH,36,Between the Miami Rivers,OH360010E0030N0,"-84.57038727, 39.38226086, -84.55120273, 39.42155284"
001,N,012,W,OH,38,Ohio River Base,OH380010N0120W0,"-81.92758821, 38.87507952, -81.86467813, 38.92182629"
001,N,007,W,OH,38,Ohio River Base,OH380010N0070W0,"-81.36456695, 39.34253935, -81.34566686, 39.34702167"
001,N,015,W,OH,38,Ohio River Base,OH380010N0150W0,"-82.37417982, 38.43656959, -82.3059083, 38.49535539"
001,S,016,E,OH,1,First Principal Meridian,OH010010S0160E0,"-83.074266, 40.90656816, -82.95867544, 40.99374322"
001,N,005,E,OH,47,East of the First Meridian Survey,OH470010N0050E0,"-84.36465648, 39.54235984, -84.30398712, 39.57005159"
001,N,009,W,OH,48,US Military Baseline,OH480010N0090W0,"-82.19884697, 39.94596212, -82.10066587, 40.02063783"
001,N,005,W,OH,38,Ohio River Base,OH380010N0050W0,"-81.14752062, 39.4435512, -81.07141671, 39.51788797"
001,N,007,E,OH,1,First Principal Meridian,OH010010N0070E0,"-84.11187826, 40.99207348, -83.99595467, 41.07990223"
001,N,003,E,WI,46,Extended Fourth Meridian,WI460010N0030E0,"-90.19185664, 42.50786538, -90.07357524, 42.5955716"
001,N,014,E,WI,46,Extended Fourth Meridian,WI460010N0140E0,"-88.8945088, 42.49189326, -88.77621958, 42.58222933"
001,N,009,E,WI,46,Extended Fourth Meridian,WI460010N0090E0,"-89.48472058, 42.49997719, -89.36583086, 42.59723151"
001,N,004,E,WI,46,Extended Fourth Meridian,WI460010N0040E0,"-90.07428225, 42.50557891, -89.95560077, 42.59573254"
001,N,005,E,WI,46,Extended Fourth Meridian,WI460010N0050E0,"-89.95585924, 42.50554062, -89.83772623, 42.59632163"
001,N,018,E,WI,46,Extended Fourth Meridian,WI460010N0180E0,"-88.42376504, 42.49452979, -88.30466652, 42.58234316"
001,N,023,E,WI,46,Extended Fourth Meridian,WI460010N0230E0,"-87.83569949, 42.49258197, -87.80234689, 42.58091769"
001,N,021,E,WI,46,Extended Fourth Meridian,WI460010N0210E0,"-88.07017716, 42.49465253, -87.95118548, 42.58284735"
001,N,006,E,WI,46,Extended Fourth Meridian,WI460010N0060E0,"-89.83802787, 42.50525257, -89.71937953, 42.596156"
001,N,022,E,WI,46,Extended Fourth Meridian,WI460010N0220E0,"-87.95309195, 42.49283155, -87.8331675, 42.58225262"
001,N,015,E,WI,46,Extended Fourth Meridian,WI460010N0150E0,"-88.77668829, 42.49189326, -88.65846448, 42.58204061"
001,N,017,E,WI,46,Extended Fourth Meridian,WI460010N0170E0,"-88.5409688, 42.49454897, -88.42257339, 42.5828654"
001,N,002,E,WI,46,Extended Fourth Meridian,WI460010N0020E0,"-90.30926463, 42.5074789, -90.19126902, 42.59534663"
001,N,011,E,WI,46,Extended Fourth Meridian,WI460010N0110E0,"-89.24801613, 42.49692789, -89.12928476, 42.58532797"
001,N,020,E,WI,46,Extended Fourth Meridian,WI460010N0200E0,"-88.18798991, 42.49520444, -88.06918851, 42.58284735"
001,N,001,E,WI,46,Extended Fourth Meridian,WI460010N0010E0,"-90.42688385, 42.50692989, -90.30836523, 42.5952967"
001,N,013,E,WI,46,Extended Fourth Meridian,WI460010N0130E0,"-89.01220271, 42.49405031, -88.8940416, 42.58414467"
001,N,002,W,WI,46,Extended Fourth Meridian,WI460010N0020W0,"-90.66194859, 42.50763266, -90.54383149, 42.59461653"
001,N,010,E,WI,46,Extended Fourth Meridian,WI460010N0100E0,"-89.3666448, 42.49801337, -89.24780432, 42.58594031"
001,N,007,E,WI,46,Extended Fourth Meridian,WI460010N0070E0,"-89.7201964, 42.50360799, -89.60149979, 42.5961242"
001,N,001,W,WI,46,Extended Fourth Meridian,WI460010N0010W0,"-90.54443701, 42.50705152, -90.4258387, 42.59508421"
001,N,003,W,WI,46,Extended Fourth Meridian,WI460010N0030W0,"-90.66434251, 42.57402062, -90.66160432, 42.5944825"
001,N,016,E,WI,46,Extended Fourth Meridian,WI460010N0160E0,"-88.65869956, 42.49460016, -88.54046181, 42.5828654"
001,N,019,E,WI,46,Extended Fourth Meridian,WI460010N0190E0,"-88.30587871, 42.49463115, -88.1870342, 42.58245213"
001,N,008,E,WI,46,Extended Fourth Meridian,WI460010N0080E0,"-89.60249025, 42.50143595, -89.48367655, 42.59598344"
001,N,012,E,WI,46,Extended Fourth Meridian,WI460010N0120E0,"-89.13001371, 42.49607276, -89.01123775, 42.5845794"
002,E,002,N,OH,36,Between the Miami Rivers,OH360020E0020NB,"-84.56329462, 39.28586642, -84.44126566, 39.38246963"
002,E,001,N,OH,36,Between the Miami Rivers,OH360020E0010NB,"-84.80331401, 39.12862521, -84.56329462, 39.29733403"
002,N,022,W,OH,38,Ohio River Base,OH380020N0220WB,"-83.01661826, 39.65407359, -82.94180012, 39.74470728"
002,E,002,N,OH,36,Between the Miami Rivers,OH360020E0020NA,"-84.6905306, 39.11704033, -84.57025583, 39.21089214"
002,E,001,N,OH,36,Between the Miami Rivers,OH360020E0010NA,"-84.80506821, 39.10785186, -84.6905306, 39.13001624"
002,N,022,W,OH,38,Ohio River Base,OH380020N0220WA,"-83.00416412, 39.39327228, -82.96481596, 39.48022855"
002,S,001,W,IL,3,3rd Meridian,IL030020S0010W0,"-89.25781465, 38.3005475, -89.1454592, 38.39062109"
002,S,008,W,IL,4,4th Meridian,IL040020S0080W0,"-91.37873757, 39.84584773, -91.26376517, 39.93540273"
002,N,002,E,IL,3,3rd Meridian,IL030020N0020E0,"-89.03187813, 38.56158966, -88.92160322, 38.6495179"
002,S,011,E,IL,3,3rd Meridian,IL030020S0110E0,"-88.03964043, 38.2990421, -88.0257229, 38.3862807"
002,S,009,E,IL,3,3rd Meridian,IL030020S0090E0,"-88.26008073, 38.29946131, -88.14861989, 38.38639983"
002,S,004,W,IL,3,3rd Meridian,IL030020S0040W0,"-89.59326546, 38.30367631, -89.47702505, 38.39349194"
002,S,009,W,IL,3,3rd Meridian,IL030020S0090W0,"-90.14578487, 38.30884745, -90.03580004, 38.39746014"
002,N,005,E,IL,3,3rd Meridian,IL030020N0050E0,"-88.6987461, 38.5621722, -88.58398455, 38.65099495"
002,N,010,W,IL,3,3rd Meridian,IL030020N0100W0,"-90.22624692, 38.572823, -90.14577295, 38.66029482"
002,S,005,W,IL,4,4th Meridian,IL040020S0050W0,"-91.03090165, 39.84461385, -90.91463338, 39.9314633"
002,N,001,W,IL,3,3rd Meridian,IL030020N0010W0,"-89.25393369, 38.56119141, -89.13954305, 38.65416604"
002,N,003,E,IL,3,3rd Meridian,IL030020N0030E0,"-88.92172576, 38.5623334, -88.80853895, 38.64966441"
002,S,010,W,IL,3,3rd Meridian,IL030020S0100W0,"-90.2573308, 38.31019787, -90.14534757, 38.3985007"
002,N,007,W,IL,3,3rd Meridian,IL030020N0070W0,"-89.92899989, 38.56888925, -89.81838009, 38.65771988"
002,S,006,W,IL,4,4th Meridian,IL040020S0060W0,"-91.1469724, 39.84508305, -91.03040114, 39.93300735"
002,N,004,W,IL,3,3rd Meridian,IL030020N0040W0,"-89.59516113, 38.56555094, -89.47907778, 38.6559081"
002,S,001,W,IL,4,4th Meridian,IL040020S0010W0,"-90.56857762, 39.89498989, -90.53659917, 39.92641172"
002,N,009,W,IL,4,4th Meridian,IL040020N0090W0,"-91.49370128, 40.11066917, -91.37715395, 40.20005015"
002,S,003,W,IL,3,3rd Meridian,IL030020S0030W0,"-89.47771161, 38.30239812, -89.37094793, 38.39076931"
002,S,011,W,IL,3,3rd Meridian,IL030020S0110W0,"-90.37259258, 38.31167377, -90.2566549, 38.39886746"
002,N,004,W,IL,4,4th Meridian,IL040020N0040W0,"-90.91335697, 40.10444595, -90.79452787, 40.19364805"
002,S,005,E,IL,3,3rd Meridian,IL030020S0050E0,"-88.70101131, 38.29775329, -88.58763327, 38.38804413"
002,N,009,W,IL,3,3rd Meridian,IL030020N0090W0,"-90.14729161, 38.57153199, -90.03596219, 38.66025601"
002,N,003,W,IL,3,3rd Meridian,IL030020N0030W0,"-89.47951916, 38.56529264, -89.37215491, 38.65365721"
002,N,003,W,IL,4,4th Meridian,IL040020N0030W0,"-90.79621111, 40.10339553, -90.67886424, 40.19364805"
002,S,012,W,IL,2,2nd Meridian,IL020020S0120W0,"-87.79916854, 38.36492117, -87.77238184, 38.37835157"
002,N,005,W,IL,3,3rd Meridian,IL030020N0050W0,"-89.70700589, 38.56786069, -89.59350647, 38.6559081"
002,N,011,W,IL,2,2nd Meridian,IL020020N0110W0,"-87.6854585, 38.55341638, -87.61079595, 38.64359171"
002,S,002,E,IL,3,3rd Meridian,IL030020S0020E0,"-89.03501951, 38.29984511, -88.92374878, 38.38840122"
002,S,008,W,IL,3,3rd Meridian,IL030020S0080W0,"-90.03613505, 38.30790913, -89.92523266, 38.39630668"
002,N,008,E,IL,3,3rd Meridian,IL030020N0080E0,"-88.36508671, 38.55553417, -88.25700587, 38.64680109"
002,N,002,E,IL,4,4th Meridian,IL040020N0020E0,"-90.33847355, 40.13524149, -90.21997708, 40.18769035"
002,S,006,E,IL,3,3rd Meridian,IL030020S0060E0,"-88.58848603, 38.29661944, -88.47362541, 38.38804413"
002,S,001,E,IL,3,3rd Meridian,IL030020S0010E0,"-89.1462606, 38.30001894, -89.03432424, 38.38697864"
002,N,006,E,IL,3,3rd Meridian,IL030020N0060E0,"-88.58519466, 38.56017926, -88.47015425, 38.65099495"
002,S,003,E,IL,3,3rd Meridian,IL030020S0030E0,"-88.92456078, 38.29908599, -88.81162707, 38.38840122"
002,N,006,W,IL,3,3rd Meridian,IL030020N0060W0,"-89.818927, 38.56786069, -89.70563521, 38.6558164"
002,S,003,W,IL,4,4th Meridian,IL040020S0030W0,"-90.79939811, 39.83999866, -90.68276748, 39.92884016"
002,N,010,W,IL,4,4th Meridian,IL040020N0100W0,"-91.51303227, 40.11178175, -91.49165616, 40.20038865"
002,N,001,E,IL,4,4th Meridian,IL040020N0010E0,"-90.45299997, 40.10100109, -90.33743047, 40.18881575"
002,N,002,W,IL,3,3rd Meridian,IL030020N0020W0,"-89.37298938, 38.56593869, -89.25324502, 38.6544764"
002,N,010,E,IL,3,3rd Meridian,IL030020N0100E0,"-88.14863669, 38.55448454, -88.03841026, 38.64385647"
002,N,013,W,IL,2,2nd Meridian,IL020020N0130W0,"-87.91244897, 38.55452782, -87.79760118, 38.643537"
002,N,008,W,IL,3,3rd Meridian,IL030020N0080W0,"-90.03807369, 38.57039498, -89.92870636, 38.65845596"
002,S,007,E,IL,3,3rd Meridian,IL030020S0070E0,"-88.47665148, 38.29588031, -88.36839837, 38.38503363"
002,S,004,E,IL,3,3rd Meridian,IL030020S0040E0,"-88.81231547, 38.29865887, -88.6997262, 38.38820427"
002,S,008,E,IL,3,3rd Meridian,IL030020S0080E0,"-88.36976528, 38.29942723, -88.25917095, 38.38658615"
002,N,007,W,IL,4,4th Meridian,IL040020N0070W0,"-91.26099038, 40.10765571, -91.14532734, 40.19731024"
002,S,002,W,IL,3,3rd Meridian,IL030020S0020W0,"-89.37148702, 38.30202157, -89.25641913, 38.39123341"
002,S,002,W,IL,4,4th Meridian,IL040020S0020W0,"-90.68312533, 39.83908133, -90.56824968, 39.92757685"
002,N,003,E,IL,4,4th Meridian,IL040020N0030E0,"-90.22009718, 40.15031763, -90.19988998, 40.18396855"
002,N,002,W,IL,4,4th Meridian,IL040020N0020W0,"-90.68118881, 40.10210614, -90.56545417, 40.19066885"
002,N,014,W,IL,2,2nd Meridian,IL020020N0140W0,"-88.02402939, 38.55541871, -87.9095553, 38.64398299"
002,N,009,E,IL,3,3rd Meridian,IL030020N0090E0,"-88.25774299, 38.55451869, -88.14779226, 38.64260895"
002,S,006,W,IL,3,3rd Meridian,IL030020S0060W0,"-89.81706248, 38.30562987, -89.70356693, 38.39428431"
002,S,013,W,IL,2,2nd Meridian,IL020020S0130W0,"-87.91783808, 38.2896232, -87.79893075, 38.37916748"
002,N,001,E,IL,3,3rd Meridian,IL030020N0010E0,"-89.14215192, 38.5611737, -89.03115406, 38.64880524"
